"CNTY","CHILD_DEATH_YR","UNDERLYING_COD","CNT_BY_UNDERLYING_COD","CNTY_YR_DEATH_TOTAL","PCT_CNTY_YR_TOTAL","CHILD_DEATH_CNTY_POP","CNTY_YR_DEATH_TOTAL_PER_10000_CNTY_RES"
NOBLE,2017,Accidental suffocation and strangulation in bed,1,4,25.000000,47638,0.830000
NOBLE,2017,Sudden infant death syndrome,1,4,25.000000,47638,0.830000
NOBLE,2017,"Patau's syndrome, unspecified",1,4,25.000000,47638,0.830000
NOBLE,2018,Sudden infant death syndrome,1,3,33.333300,47638,0.620000
NOBLE,2018,Hypoxic ischemic encephalopathy of newborn,1,3,33.333300,47638,0.620000
NOBLE,2018,"Intrauterine hypoxia, unspecified",1,3,33.333300,47638,0.620000
ORANGE,2010,,1,1,100.000000,19840,0.500000
ORANGE,2014,"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident",1,2,50.000000,19645,1.010000
ORANGE,2014,Sudden infant death syndrome,1,2,50.000000,19645,1.010000
ORANGE,2015,"Encephalocele, unspecified",1,3,33.333300,19516,1.530000
ORANGE,2015,Accidental suffocation and strangulation in bed,1,3,33.333300,19516,1.530000
ORANGE,2015,Other ill-defined and unspecified causes of mortality,1,3,33.333300,19516,1.530000
ORANGE,2016,"Other specified events, undetermined intent",1,3,33.333300,19335,1.550000
ORANGE,2016,Other secondary pulmonary hypertension,1,3,33.333300,19335,1.550000
ORANGE,2016,Accidental suffocation and strangulation in bed,1,3,33.333300,19335,1.550000
ORANGE,2017,Interstitial emphysema originating in the perinatal period,1,1,100.000000,19335,0.510000
ORANGE,2018,Accidental suffocation and strangulation in bed,2,2,100.000000,19335,1.030000
OWEN,2011,"Multiple congenital malformations, not elsewhere classified",1,2,50.000000,21516,0.920000
OWEN,2011,Pneumothorax originating in the perinatal period,1,2,50.000000,21516,0.920000
OWEN,2012,Sudden infant death syndrome,1,1,100.000000,21362,0.460000
OWEN,2016,Accidental suffocation and strangulation in bed,1,4,25.000000,20840,1.910000
OWEN,2016,Sudden infant death syndrome,1,4,25.000000,20840,1.910000
OWEN,2016,"Edwards' syndrome, unspecified",1,4,25.000000,20840,1.910000
OWEN,2016,"Encephalopathy, unspecified",1,4,25.000000,20840,1.910000
OWEN,2017,Congenital posterior urethral valves,1,3,33.333300,20840,1.430000
OWEN,2017,Hypoxic ischemic encephalopathy of newborn,1,3,33.333300,20840,1.430000
OWEN,2017,Accidental suffocation and strangulation in bed,1,3,33.333300,20840,1.430000
OWEN,2018,Necrotizing enterocolitis of newborn,1,1,100.000000,20840,0.470000
PARKE,2010,Chondroectodermal dysplasia,1,1,100.000000,17339,0.570000
PARKE,2011,"Congenital malformation of the heart, unspecified",1,2,50.000000,17107,1.160000
PARKE,2011,"Cardiomyopathy, unspecified",1,2,50.000000,17107,1.160000
PARKE,2012,"Multiple congenital malformations, not elsewhere classified",1,1,100.000000,17089,0.580000
PARKE,2013,Hypoplastic left heart syndrome,1,1,100.000000,17191,0.580000
PARKE,2014,"Viral infection, unspecified",1,3,33.333300,17207,1.740000
PARKE,2014,Respiratory distress syndrome of newborn,1,3,33.333300,17207,1.740000
PARKE,2014,Accidental suffocation and strangulation in bed,1,3,33.333300,17207,1.740000
PARKE,2016,"Edwards' syndrome, unspecified",1,1,100.000000,16800,0.590000
PARKE,2017,"Whooping cough, unspecified",1,1,100.000000,16800,0.590000
PERRY,2010,Accidental suffocation and strangulation in bed,1,1,100.000000,19338,0.510000
PERRY,2012,,1,1,100.000000,19416,0.510000
PIKE,2011,Sudden infant death syndrome,1,2,50.000000,12689,1.570000
PIKE,2011,Inhalation and ingestion of other objects causing obstruction of respiratory tract,1,2,50.000000,12689,1.570000
PIKE,2012,Sudden infant death syndrome,1,1,100.000000,12716,0.780000
PIKE,2018,Inhalation and ingestion of other objects causing obstruction of respiratory tract,1,1,100.000000,12431,0.800000
PORTER,2010,Respiratory distress syndrome of newborn,1,2,50.000000,164343,0.120000
PORTER,2010,"Klinefelter's syndrome, unspecified",1,2,50.000000,164343,0.120000
PORTER,2011,Convulsions of newborn,1,2,50.000000,165519,0.120000
PORTER,2011,Other and unspecified gastroenteritis and colitis of infectious origin,1,2,50.000000,165519,0.120000
PORTER,2012,Sudden infant death syndrome,1,3,33.333300,165772,0.180000
PORTER,2012,"Hanging, strangulation, and suffocation, undetermined intent",1,3,33.333300,165772,0.180000
PORTER,2012,"Edwards' syndrome, unspecified",1,3,33.333300,165772,0.180000
PORTER,2013,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",1,7,14.285700,166552,0.420000
PORTER,2013,Accidental suffocation and strangulation in bed,1,7,14.285700,166552,0.420000
PORTER,2013,Newborn affected by multiple pregnancy,1,7,14.285700,166552,0.420000
PORTER,2013,Sudden infant death syndrome,1,7,14.285700,166552,0.420000
PORTER,2013,Other and unspecified gastroenteritis and colitis of infectious origin,1,7,14.285700,166552,0.420000
PORTER,2013,"Bacterial sepsis of newborn, unspecified",1,7,14.285700,166552,0.420000
PORTER,2013,Malformation of coronary vessels,1,7,14.285700,166552,0.420000
PORTER,2014,Newborn affected by maternal use of drugs of addiction,1,6,16.666600,167336,0.350000
PORTER,2014,Exposure to unspecified factor causing other and unspecified injury,1,6,16.666600,167336,0.350000
PORTER,2014,"Pneumonia, unspecified",1,6,16.666600,167336,0.350000
PORTER,2014,,1,6,16.666600,167336,0.350000
PORTER,2014,"Interstitial pulmonary disease, unspecified",1,6,16.666600,167336,0.350000
PORTER,2014,Hypoxic ischemic encephalopathy of newborn,1,6,16.666600,167336,0.350000
PORTER,2015,"Patau's syndrome, unspecified",1,3,33.333300,167631,0.170000
PORTER,2015,Accidental suffocation and strangulation in bed,1,3,33.333300,167631,0.170000
PORTER,2015,Sepsis of newborn due to Escherichia coli,1,3,33.333300,167631,0.170000
PORTER,2016,Primary atelectasis of newborn,1,3,33.333300,167791,0.170000
PORTER,2016,Accidental suffocation and strangulation in bed,1,3,33.333300,167791,0.170000
PORTER,2016,"Intrauterine hypoxia, unspecified",1,3,33.333300,167791,0.170000
PORTER,2017,Accidental suffocation and strangulation in bed,1,1,100.000000,167791,0.050000
PORTER,2018,Accidental suffocation and strangulation in bed,3,4,75.000000,167791,0.230000
PORTER,2018,"Down's syndrome, unspecified",1,4,25.000000,167791,0.230000
POSEY,2011,"Other maltreatment syndromes, by other specified persons",1,2,50.000000,25696,0.770000
POSEY,2011,Other specified congenital malformations,1,2,50.000000,25696,0.770000
POSEY,2012,"Congenital pneumonia, unspecified",1,2,50.000000,25627,0.780000
POSEY,2012,Extreme immaturity,1,2,50.000000,25627,0.780000
POSEY,2013,Pneumonitis due to food and vomit,1,2,50.000000,25504,0.780000
POSEY,2013,,1,2,50.000000,25504,0.780000
POSEY,2014,"Other congenital anemias, not elsewhere classified",1,1,100.000000,25538,0.390000
POSEY,2015,"Coagulation defect, unspecified",1,1,100.000000,25490,0.390000
PULASKI,2011,Congenital cerebral cysts,1,1,100.000000,13284,0.750000
PULASKI,2012,Sudden infant death syndrome,1,1,100.000000,13060,0.760000
PULASKI,2014,Other and unspecified convulsions,1,1,100.000000,12965,0.770000
PULASKI,2017,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]",1,4,25.000000,12660,3.150000
PULASKI,2017,Extreme immaturity,1,4,25.000000,12660,3.150000
PULASKI,2017,Sudden infant death syndrome,1,4,25.000000,12660,3.150000
PULASKI,2017,Holoprosencephaly,1,4,25.000000,12660,3.150000
PUTNAM,2011,Sudden infant death syndrome,1,2,50.000000,37902,0.520000
PUTNAM,2011,Unspecified threat to breathing,1,2,50.000000,37902,0.520000
PUTNAM,2012,"Birth asphyxia, unspecified",1,1,100.000000,37725,0.260000
PUTNAM,2013,"Assault (homicide) by drugs, medicaments, and biological substances",1,1,100.000000,37605,0.260000
PUTNAM,2015,"Bacterial sepsis of newborn, unspecified",1,1,100.000000,37621,0.260000
PUTNAM,2016,Extreme immaturity,1,3,33.333300,37436,0.800000
PUTNAM,2016,Accidental suffocation and strangulation in bed,1,3,33.333300,37436,0.800000
PUTNAM,2016,Malignant neoplasm of cerebral ventricle,1,3,33.333300,37436,0.800000
PUTNAM,2017,Disseminated intravascular coagulation [defibrination syndrome],1,3,33.333300,37436,0.800000
PUTNAM,2017,Other specified trisomies and partial trisomies of autosomes,1,3,33.333300,37436,0.800000
PUTNAM,2017,Sudden infant death syndrome,1,3,33.333300,37436,0.800000
PUTNAM,2018,"Multiple congenital malformations, not elsewhere classified",1,1,100.000000,37436,0.260000
RANDOLPH,2012,Sudden infant death syndrome,1,1,100.000000,25856,0.380000
RANDOLPH,2013,"Trisomy and partial trisomy of autosomes, unspecified",1,1,100.000000,25610,0.390000
RANDOLPH,2014,Extreme immaturity,1,2,50.000000,25336,0.780000
RANDOLPH,2014,Sudden infant death syndrome,1,2,50.000000,25336,0.780000
RANDOLPH,2016,Extreme immaturity,1,2,50.000000,25082,0.790000
RANDOLPH,2016,,1,2,50.000000,25082,0.790000
RANDOLPH,2018,Accidental suffocation and strangulation in bed,1,2,50.000000,25082,0.790000
RANDOLPH,2018,Respiratory distress syndrome of newborn,1,2,50.000000,25082,0.790000
RIPLEY,2012,Congenital diaphragmatic hernia,1,2,50.000000,28571,0.700000
RIPLEY,2012,Anencephaly,1,2,50.000000,28571,0.700000
RIPLEY,2014,Accidental suffocation and strangulation in bed,1,1,100.000000,28549,0.350000
RIPLEY,2017,Sudden infant death syndrome,2,3,66.666600,28846,1.040000
RIPLEY,2017,"Assault (homicide) by hanging, strangulation, and suffocation",1,3,33.333300,28846,1.040000
RUSH,2010,Sudden infant death syndrome,2,2,100.000000,17392,1.140000
RUSH,2012,,1,2,50.000000,17133,1.160000
RUSH,2012,"Metabolic disorder, unspecified",1,2,50.000000,17133,1.160000
RUSH,2013,Acidosis,1,1,100.000000,17001,0.580000
RUSH,2015,Accidental suffocation and strangulation in bed,1,1,100.000000,16725,0.590000
SCOTT,2010,Sudden infant death syndrome,1,2,50.000000,24181,0.820000
SCOTT,2010,,1,2,50.000000,24181,0.820000
SCOTT,2012,Accidental suffocation and strangulation in bed,1,1,100.000000,23769,0.420000
SCOTT,2013,"Down's syndrome, unspecified",1,1,100.000000,23804,0.420000
SCOTT,2014,Achondroplasia,1,2,50.000000,23661,0.840000
SCOTT,2014,Necrotizing enterocolitis of newborn,1,2,50.000000,23661,0.840000
SCOTT,2015,Sudden infant death syndrome,1,1,100.000000,23707,0.420000
SCOTT,2017,Sudden infant death syndrome,1,1,100.000000,23730,0.420000
SHELBY,2010,Sudden infant death syndrome,1,1,100.000000,44436,0.220000
SHELBY,2011,"Interstitial pulmonary disease, unspecified",1,2,50.000000,44349,0.450000
SHELBY,2011,Secondary malignant neoplasm of brain and cerebral meninges,1,2,50.000000,44349,0.450000
SHELBY,2013,Respiratory distress syndrome of newborn,1,2,50.000000,44422,0.450000
SHELBY,2013,Persistent fetal circulation,1,2,50.000000,44422,0.450000
SHELBY,2014,Congenital stenosis of aortic valve,1,1,100.000000,44487,0.220000
SHELBY,2015,"Hanging, strangulation, and suffocation, undetermined intent",1,3,33.333300,44442,0.670000
SHELBY,2015,Other specified congenital musculoskeletal deformities,1,3,33.333300,44442,0.670000
SHELBY,2015,"Spinal muscular atrophy, unspecified",1,3,33.333300,44442,0.670000
SHELBY,2017,Parainfluenza virus pneumonia,1,5,20.000000,44324,1.120000
SHELBY,2017,Congenital malformation syndromes predominantly involving limbs,1,5,20.000000,44324,1.120000
SHELBY,2017,Persistent fetal circulation,1,5,20.000000,44324,1.120000
SHELBY,2017,Accidental suffocation and strangulation in bed,1,5,20.000000,44324,1.120000
SHELBY,2017,"Intrauterine hypoxia, unspecified",1,5,20.000000,44324,1.120000
SHELBY,2018,Sudden infant death syndrome,1,5,20.000000,44324,1.120000
SHELBY,2018,Extreme immaturity,1,5,20.000000,44324,1.120000
SHELBY,2018,"Adenovirus infection, unspecified",1,5,20.000000,44324,1.120000
SHELBY,2018,"Other maltreatment syndromes, by unspecified person",1,5,20.000000,44324,1.120000
SHELBY,2018,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,5,20.000000,44324,1.120000
SPENCER,2011,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,1,100.000000,21049,0.470000
SPENCER,2012,Ebstein's anomaly,1,1,100.000000,20866,0.470000
SPENCER,2013,Newborn affected by other forms of placental separation and hemorrhage,1,2,50.000000,20824,0.960000
SPENCER,2013,Hypoplastic left heart syndrome,1,2,50.000000,20824,0.960000
SPENCER,2015,Inhalation and ingestion of other objects causing obstruction of respiratory tract,1,1,100.000000,20727,0.480000
SPENCER,2016,"Pneumonia, unspecified",1,1,100.000000,20648,0.480000
ST JOSEPH,2010,Necrotizing enterocolitis of newborn,2,12,16.666600,266931,0.440000
ST JOSEPH,2010,Extreme immaturity,1,12,8.333300,266931,0.440000
ST JOSEPH,2010,"Intestinal obstruction of newborn, unspecified",1,12,8.333300,266931,0.440000
ST JOSEPH,2010,Unspecified renal failure,1,12,8.333300,266931,0.440000
ST JOSEPH,2010,Congenital cytomegalovirus infection,1,12,8.333300,266931,0.440000
ST JOSEPH,2010,"Congenital hydrocephalus, unspecified",1,12,8.333300,266931,0.440000
ST JOSEPH,2010,Sudden infant death syndrome,1,12,8.333300,266931,0.440000
ST JOSEPH,2010,"Osteochondrodysplasia, unspecified",1,12,8.333300,266931,0.440000
ST JOSEPH,2010,Convulsions of newborn,1,12,8.333300,266931,0.440000
ST JOSEPH,2010,Neonatal cardiac failure,1,12,8.333300,266931,0.440000
ST JOSEPH,2010,Hydrops fetalis not due to hemolytic disease,1,12,8.333300,266931,0.440000
ST JOSEPH,2011,Sudden infant death syndrome,3,12,25.000000,266710,0.440000
ST JOSEPH,2011,Other specified respiratory conditions of newborn,1,12,8.333300,266710,0.440000
ST JOSEPH,2011,,1,12,8.333300,266710,0.440000
ST JOSEPH,2011,Extreme immaturity,1,12,8.333300,266710,0.440000
ST JOSEPH,2011,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,12,8.333300,266710,0.440000
ST JOSEPH,2011,Other bacterial sepsis of newborn,1,12,8.333300,266710,0.440000
ST JOSEPH,2011,Accidental suffocation and strangulation in bed,1,12,8.333300,266710,0.440000
ST JOSEPH,2011,"Congenital malformation of the heart, unspecified",1,12,8.333300,266710,0.440000
ST JOSEPH,2011,Wilson-Mikity syndrome,1,12,8.333300,266710,0.440000
ST JOSEPH,2011,Other and unspecified gastroenteritis and colitis of infectious origin,1,12,8.333300,266710,0.440000
ST JOSEPH,2012,Sudden infant death syndrome,2,15,13.333300,266612,0.560000
ST JOSEPH,2012,Accidental suffocation and strangulation in bed,2,15,13.333300,266612,0.560000
ST JOSEPH,2012,Respiratory distress syndrome of newborn,1,15,6.666600,266612,0.560000
ST JOSEPH,2012,"Congenital pneumonia, unspecified",1,15,6.666600,266612,0.560000
ST JOSEPH,2012,"Multiple congenital malformations, not elsewhere classified",1,15,6.666600,266612,0.560000
ST JOSEPH,2012,Hypoxic ischemic encephalopathy of newborn,1,15,6.666600,266612,0.560000
ST JOSEPH,2012,"Edwards' syndrome, unspecified",1,15,6.666600,266612,0.560000
ST JOSEPH,2012,Newborn affected by chorioamnionitis,1,15,6.666600,266612,0.560000
ST JOSEPH,2012,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,15,6.666600,266612,0.560000
ST JOSEPH,2012,"Congenital malformation of intestine, unspecified",1,15,6.666600,266612,0.560000
ST JOSEPH,2012,"Septicemia, unspecified",1,15,6.666600,266612,0.560000
ST JOSEPH,2012,"Congenital malformation of brain, unspecified",1,15,6.666600,266612,0.560000
ST JOSEPH,2012,Discordant ventriculoarterial connection,1,15,6.666600,266612,0.560000
ST JOSEPH,2013,Sudden infant death syndrome,2,16,12.500000,266972,0.590000
ST JOSEPH,2013,Accidental suffocation and strangulation in bed,2,16,12.500000,266972,0.590000
ST JOSEPH,2013,Unspecified renal failure,1,16,6.250000,266972,0.590000
ST JOSEPH,2013,"Other congenital anemias, not elsewhere classified",1,16,6.250000,266972,0.590000
ST JOSEPH,2013,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,16,6.250000,266972,0.590000
ST JOSEPH,2013,Other specified congenital malformations of brain,1,16,6.250000,266972,0.590000
ST JOSEPH,2013,Necrotizing enterocolitis of newborn,1,16,6.250000,266972,0.590000
ST JOSEPH,2013,Extreme immaturity,1,16,6.250000,266972,0.590000
ST JOSEPH,2013,Hypoplasia and dysplasia of lung,1,16,6.250000,266972,0.590000
ST JOSEPH,2013,Other specified congenital malformations of heart,1,16,6.250000,266972,0.590000
ST JOSEPH,2013,Respiratory distress syndrome of newborn,1,16,6.250000,266972,0.590000
ST JOSEPH,2013,"Intracranial (nontraumatic) hemorrhage of newborn, unspecified",1,16,6.250000,266972,0.590000
ST JOSEPH,2013,Interstitial emphysema,1,16,6.250000,266972,0.590000
ST JOSEPH,2013,Other disorders of lung,1,16,6.250000,266972,0.590000
ST JOSEPH,2014,Other specified respiratory conditions of newborn,2,20,10.000000,267620,0.740000
ST JOSEPH,2014,"Interstitial pulmonary disease, unspecified",1,20,5.000000,267620,0.740000
ST JOSEPH,2014,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,20,5.000000,267620,0.740000
ST JOSEPH,2014,Other ill-defined heart diseases,1,20,5.000000,267620,0.740000
ST JOSEPH,2014,Necrotizing enterocolitis of newborn,1,20,5.000000,267620,0.740000
ST JOSEPH,2014,Hypoxic ischemic encephalopathy of newborn,1,20,5.000000,267620,0.740000
ST JOSEPH,2014,Accidental suffocation and strangulation in bed,1,20,5.000000,267620,0.740000
ST JOSEPH,2014,Anencephaly,1,20,5.000000,267620,0.740000
ST JOSEPH,2014,Other reduction deformities of brain,1,20,5.000000,267620,0.740000
ST JOSEPH,2014,"Other maltreatment syndromes, by parent",1,20,5.000000,267620,0.740000
ST JOSEPH,2014,Other specified conditions originating in the perinatal period,1,20,5.000000,267620,0.740000
ST JOSEPH,2014,"Edwards' syndrome, unspecified",1,20,5.000000,267620,0.740000
ST JOSEPH,2014,"Congenital malformation of the heart, unspecified",1,20,5.000000,267620,0.740000
ST JOSEPH,2014,Assault (homicide) by unspecified means,1,20,5.000000,267620,0.740000
ST JOSEPH,2014,"Pneumothorax, unspecified",1,20,5.000000,267620,0.740000
ST JOSEPH,2014,Sudden infant death syndrome,1,20,5.000000,267620,0.740000
ST JOSEPH,2014,Other and unspecified gastroenteritis and colitis of infectious origin,1,20,5.000000,267620,0.740000
ST JOSEPH,2014,Unspecified threat to breathing,1,20,5.000000,267620,0.740000
ST JOSEPH,2014,"Bronchopneumonia, unspecified",1,20,5.000000,267620,0.740000
ST JOSEPH,2015,Primary atelectasis of newborn,2,19,10.526300,268134,0.700000
ST JOSEPH,2015,"Bacterial sepsis of newborn, unspecified",2,19,10.526300,268134,0.700000
ST JOSEPH,2015,Other generalized epilepsy and epileptic syndromes,1,19,5.263100,268134,0.700000
ST JOSEPH,2015,"Intrauterine hypoxia, unspecified",1,19,5.263100,268134,0.700000
ST JOSEPH,2015,Anencephaly,1,19,5.263100,268134,0.700000
ST JOSEPH,2015,Bronchopulmonary dysplasia originating in the perinatal period,1,19,5.263100,268134,0.700000
ST JOSEPH,2015,Newborn affected by oligohydramnios,1,19,5.263100,268134,0.700000
ST JOSEPH,2015,"Vascular disorder of intestine, unspecified",1,19,5.263100,268134,0.700000
ST JOSEPH,2015,Other and unspecified gastroenteritis and colitis of infectious origin,1,19,5.263100,268134,0.700000
ST JOSEPH,2015,Neonatal cardiac dysrhythmia,1,19,5.263100,268134,0.700000
ST JOSEPH,2015,Extreme immaturity,1,19,5.263100,268134,0.700000
ST JOSEPH,2015,Hydrops fetalis not due to hemolytic disease,1,19,5.263100,268134,0.700000
ST JOSEPH,2015,Other specified respiratory disorders,1,19,5.263100,268134,0.700000
ST JOSEPH,2015,"Congenital malformation of the heart, unspecified",1,19,5.263100,268134,0.700000
ST JOSEPH,2015,Unspecified pulmonary hemorrhage originating in the perinatal period,1,19,5.263100,268134,0.700000
ST JOSEPH,2015,Sudden infant death syndrome,1,19,5.263100,268134,0.700000
ST JOSEPH,2015,"Septicemia, unspecified",1,19,5.263100,268134,0.700000
ST JOSEPH,2016,Sudden infant death syndrome,2,13,15.384600,269141,0.480000
ST JOSEPH,2016,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,2,13,15.384600,269141,0.480000
ST JOSEPH,2016,Streptococcal meningitis,1,13,7.692300,269141,0.480000
ST JOSEPH,2016,"Status epilepticus, unspecified",1,13,7.692300,269141,0.480000
ST JOSEPH,2016,Extreme immaturity,1,13,7.692300,269141,0.480000
ST JOSEPH,2016,Respiratory failure of newborn,1,13,7.692300,269141,0.480000
ST JOSEPH,2016,"Congenital malformation of the heart, unspecified",1,13,7.692300,269141,0.480000
ST JOSEPH,2016,Congenital cerebral cysts,1,13,7.692300,269141,0.480000
ST JOSEPH,2016,Hypoxic ischemic encephalopathy of newborn,1,13,7.692300,269141,0.480000
ST JOSEPH,2016,"Bacterial sepsis of newborn, unspecified",1,13,7.692300,269141,0.480000
ST JOSEPH,2016,Primary atelectasis of newborn,1,13,7.692300,269141,0.480000
ST JOSEPH,2017,Sudden infant death syndrome,7,27,25.925900,269141,1.000000
ST JOSEPH,2017,Congenital diaphragmatic hernia,2,27,7.407400,269141,1.000000
ST JOSEPH,2017,Accidental suffocation and strangulation in bed,2,27,7.407400,269141,1.000000
ST JOSEPH,2017,Hypoxic ischemic encephalopathy of newborn,2,27,7.407400,269141,1.000000
ST JOSEPH,2017,"Acute renal failure, unspecified",2,27,7.407400,269141,1.000000
ST JOSEPH,2017,Necrotizing enterocolitis of newborn,1,27,3.703700,269141,1.000000
ST JOSEPH,2017,Respiratory failure of newborn,1,27,3.703700,269141,1.000000
ST JOSEPH,2017,Tetralogy of Fallot,1,27,3.703700,269141,1.000000
ST JOSEPH,2017,Sepsis of newborn due to other and unspecified streptococci,1,27,3.703700,269141,1.000000
ST JOSEPH,2017,Pulmonary edema,1,27,3.703700,269141,1.000000
ST JOSEPH,2017,Other ill-defined and unspecified causes of mortality,1,27,3.703700,269141,1.000000
ST JOSEPH,2017,Other specified congenital infectious and parasitic diseases,1,27,3.703700,269141,1.000000
ST JOSEPH,2017,"Intraventricular (nontraumatic) hemorrhage, grade 3, of newborn",1,27,3.703700,269141,1.000000
ST JOSEPH,2017,Other disorders of lung,1,27,3.703700,269141,1.000000
ST JOSEPH,2017,"Intracranial (nontraumatic) hemorrhage of newborn, unspecified",1,27,3.703700,269141,1.000000
ST JOSEPH,2017,Other specified cerebrovascular diseases,1,27,3.703700,269141,1.000000
ST JOSEPH,2017,"Birth asphyxia, unspecified",1,27,3.703700,269141,1.000000
ST JOSEPH,2018,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,2,10,20.000000,269141,0.370000
ST JOSEPH,2018,Persistent fetal circulation,1,10,10.000000,269141,0.370000
ST JOSEPH,2018,Other congenital malformations of pharynx,1,10,10.000000,269141,0.370000
ST JOSEPH,2018,Extreme immaturity,1,10,10.000000,269141,0.370000
ST JOSEPH,2018,"Bronchopneumonia, unspecified",1,10,10.000000,269141,0.370000
ST JOSEPH,2018,"Edwards' syndrome, unspecified",1,10,10.000000,269141,0.370000
ST JOSEPH,2018,Necrotizing enterocolitis of newborn,1,10,10.000000,269141,0.370000
ST JOSEPH,2018,Sudden infant death syndrome,1,10,10.000000,269141,0.370000
ST JOSEPH,2018,"Congenital malformation of brain, unspecified",1,10,10.000000,269141,0.370000
STARKE,2012,Intracerebral (nontraumatic) hemorrhage of newborn,1,4,25.000000,23195,1.720000
STARKE,2012,,1,4,25.000000,23195,1.720000
STARKE,2012,"Bacterial sepsis of newborn, unspecified",1,4,25.000000,23195,1.720000
STARKE,2012,Accidental suffocation and strangulation in bed,1,4,25.000000,23195,1.720000
STARKE,2013,Sudden infant death syndrome,2,2,100.000000,23189,0.860000
STARKE,2014,Pneumothorax originating in the perinatal period,1,2,50.000000,23011,0.860000
STARKE,2014,Sudden infant death syndrome,1,2,50.000000,23011,0.860000
STARKE,2017,Person injured in collision between other specified motor vehicles (traffic),1,1,100.000000,23009,0.430000
STEUBEN,2010,"Acute appendicitis, unspecified",1,1,100.000000,34185,0.290000
STEUBEN,2011,Extreme immaturity,1,1,100.000000,34070,0.290000
STEUBEN,2012,Unspecified threat to breathing,1,1,100.000000,34164,0.290000
STEUBEN,2013,,1,2,50.000000,34346,0.580000
STEUBEN,2013,Atrioventricular septal defect,1,2,50.000000,34346,0.580000
STEUBEN,2014,Sudden infant death syndrome,2,4,50.000000,34427,1.160000
STEUBEN,2014,"Hanging, strangulation, and suffocation, undetermined intent",1,4,25.000000,34427,1.160000
STEUBEN,2014,Primary atelectasis of newborn,1,4,25.000000,34427,1.160000
STEUBEN,2015,Newborn affected by chorioamnionitis,1,2,50.000000,34343,0.580000
STEUBEN,2015,Sudden infant death syndrome,1,2,50.000000,34343,0.580000
STEUBEN,2018,Sepsis of newborn due to Escherichia coli,1,1,100.000000,34116,0.290000
SULLIVAN,2010,Accidental suffocation and strangulation in bed,1,1,100.000000,21475,0.460000
SULLIVAN,2011,Accidental suffocation and strangulation in bed,1,1,100.000000,21234,0.470000
SULLIVAN,2016,Other ill-defined and unspecified causes of mortality,1,4,25.000000,20802,1.920000
SULLIVAN,2016,"Fetal blood loss, unspecified",1,4,25.000000,20802,1.920000
SULLIVAN,2016,Drowning and submersion while in bathtub,1,4,25.000000,20802,1.920000
SULLIVAN,2016,Accidental suffocation and strangulation in bed,1,4,25.000000,20802,1.920000
SULLIVAN,2017,Extreme immaturity,1,1,100.000000,20802,0.480000
SWITZERLAND,2010,,1,1,100.000000,10613,0.940000
SWITZERLAND,2012,"Congenital malformation of the heart, unspecified",1,1,100.000000,10395,0.960000
TIPPECANOE,2010,Newborn affected by premature rupture of membranes,1,3,33.333300,172780,0.170000
TIPPECANOE,2010,Other and unspecified gastroenteritis and colitis of infectious origin,1,3,33.333300,172780,0.170000
TIPPECANOE,2010,Necrotizing enterocolitis of newborn,1,3,33.333300,172780,0.170000
TIPPECANOE,2011,"Lobar pneumonia, unspecified",1,6,16.666600,175513,0.340000
TIPPECANOE,2011,Holoprosencephaly,1,6,16.666600,175513,0.340000
TIPPECANOE,2011,Other bacterial meningitis,1,6,16.666600,175513,0.340000
TIPPECANOE,2011,Other disorders of lung,1,6,16.666600,175513,0.340000
TIPPECANOE,2011,Persistent fetal circulation,1,6,16.666600,175513,0.340000
TIPPECANOE,2011,"Mononeuropathy, unspecified",1,6,16.666600,175513,0.340000
TIPPECANOE,2012,"Bacterial sepsis of newborn, unspecified",2,7,28.571400,178430,0.390000
TIPPECANOE,2012,"Congenital malformation, unspecified",1,7,14.285700,178430,0.390000
TIPPECANOE,2012,"Intrauterine hypoxia, unspecified",1,7,14.285700,178430,0.390000
TIPPECANOE,2012,"Other specified congenital malformation syndromes, not elsewhere classified",1,7,14.285700,178430,0.390000
TIPPECANOE,2012,Congenital diaphragmatic hernia,1,7,14.285700,178430,0.390000
TIPPECANOE,2012,Sudden infant death syndrome,1,7,14.285700,178430,0.390000
TIPPECANOE,2013,Sudden infant death syndrome,2,10,20.000000,181242,0.550000
TIPPECANOE,2013,Disorders of urea cycle metabolism,1,10,10.000000,181242,0.550000
TIPPECANOE,2013,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,10,10.000000,181242,0.550000
TIPPECANOE,2013,Other specified congenital malformations of heart,1,10,10.000000,181242,0.550000
TIPPECANOE,2013,"Immunodeficiency, unspecified",1,10,10.000000,181242,0.550000
TIPPECANOE,2013,Other specified cerebrovascular diseases,1,10,10.000000,181242,0.550000
